StudentID,SubjectName,Type,Score,Date
STU02527,Math,Core,98,2024-01-01
STU02528,Math,Core,98,2024-01-01
STU02529,Math,Core,55,2024-01-01
STU02530,Math,Core,68,2024-01-01
STU02531,Math,Core,31,2024-01-01
STU02532,Math,Core,41,2024-01-01
STU02533,Math,Core,7,2024-01-01
STU02534,Math,Core,11,2024-01-01
STU02535,Math,Core,8,2024-01-01
STU02536,Math,Core,29,2024-01-01
STU02537,Math,Core,77,2024-01-01
STU02538,Math,Core,26,2024-01-01
STU02539,Math,Core,80,2024-01-01
STU02540,Math,Core,91,2024-01-01
STU02541,Math,Core,18,2024-01-01
STU02542,Math,Core,95,2024-01-01
STU02543,Math,Core,17,2024-01-01
STU02544,Math,Core,94,2024-01-01
STU02545,Math,Core,8,2024-01-01
STU02546,Math,Core,90,2024-01-01
STU02547,Math,Core,86,2024-01-01
STU02548,Math,Core,2,2024-01-01
STU02549,Math,Core,78,2024-01-01
STU02550,Math,Core,82,2024-01-01
STU02551,Math,Core,39,2024-01-01
STU02552,Math,Core,25,2024-01-01
STU02553,Math,Core,15,2024-01-01
STU02554,Math,Core,4,2024-01-01
STU02555,Math,Core,77,2024-01-01
STU02556,Math,Core,30,2024-01-01
STU02557,Math,Core,11,2024-01-01
STU02558,Math,Core,94,2024-01-01
STU02559,Math,Core,68,2024-01-01
STU02560,Math,Core,38,2024-01-01
STU02561,Math,Core,90,2024-01-01
STU02562,Math,Core,9,2024-01-01
STU02563,Math,Core,13,2024-01-01
STU02564,Math,Core,53,2024-01-01
STU02565,Math,Core,21,2024-01-01
STU02566,Math,Core,23,2024-01-01
STU02567,Math,Core,53,2024-01-01
STU02568,Math,Core,67,2024-01-01
STU02569,Math,Core,56,2024-01-01
STU02570,Math,Core,85,2024-01-01
STU02571,Math,Core,38,2024-01-01
STU02572,Math,Core,0,2024-01-01
STU02573,Math,Core,82,2024-01-01
STU02574,Math,Core,97,2024-01-01
STU02575,Math,Core,71,2024-01-01
STU02576,Math,Core,48,2024-01-01
STU02577,Math,Core,43,2024-01-01
STU02578,Math,Core,89,2024-01-01
STU02579,Math,Core,54,2024-01-01
STU02580,Math,Core,62,2024-01-01
STU02581,Math,Core,57,2024-01-01
STU02582,Math,Core,16,2024-01-01
STU02583,Math,Core,40,2024-01-01
STU02584,Math,Core,70,2024-01-01
STU02585,Math,Core,48,2024-01-01
STU02586,Math,Core,18,2024-01-01
STU02587,Math,Core,29,2024-01-01
STU02588,Math,Core,5,2024-01-01
STU02589,Math,Core,47,2024-01-01
STU02590,Math,Core,37,2024-01-01
STU02591,Math,Core,49,2024-01-01
STU02592,Math,Core,52,2024-01-01
STU02593,Math,Core,21,2024-01-01
STU02594,Math,Core,43,2024-01-01
STU02595,Math,Core,83,2024-01-01
STU02596,Math,Core,8,2024-01-01
STU02597,Math,Core,25,2024-01-01
STU02598,Math,Core,39,2024-01-01
STU02599,Math,Core,8,2024-01-01
STU02600,Math,Core,96,2024-01-01
STU02601,Math,Core,42,2024-01-01
STU02602,Math,Core,86,2024-01-01
STU02603,Math,Core,47,2024-01-01
STU02604,Math,Core,43,2024-01-01
STU02605,Math,Core,93,2024-01-01
STU02606,Math,Core,71,2024-01-01
STU02607,Math,Core,66,2024-01-01
STU02608,Math,Core,54,2024-01-01
STU02609,Math,Core,68,2024-01-01
STU02610,Math,Core,38,2024-01-01
STU02611,Math,Core,79,2024-01-01
STU02612,Math,Core,45,2024-01-01
STU02613,Math,Core,83,2024-01-01
STU02614,Math,Core,34,2024-01-01
STU02615,Math,Core,85,2024-01-01
STU02616,Math,Core,33,2024-01-01
STU02617,Math,Core,23,2024-01-01
STU02618,Math,Core,23,2024-01-01
STU02619,Math,Core,37,2024-01-01
STU02620,Math,Core,87,2024-01-01
STU02621,Math,Core,93,2024-01-01
STU02622,Math,Core,49,2024-01-01
STU02623,Math,Core,93,2024-01-01
STU02624,Math,Core,82,2024-01-01
STU02625,Math,Core,86,2024-01-01
STU02626,Math,Core,2,2024-01-01
STU02627,Math,Core,1,2024-01-01
STU02628,Math,Core,28,2024-01-01
STU02629,Math,Core,3,2024-01-01
STU02630,Math,Core,41,2024-01-01
STU02631,Math,Core,58,2024-01-01
STU02632,Math,Core,25,2024-01-01
STU02633,Math,Core,54,2024-01-01
STU02634,Math,Core,41,2024-01-01
STU02635,Math,Core,80,2024-01-01
STU02636,Math,Core,61,2024-01-01
STU02637,Math,Core,33,2024-01-01
STU02638,Math,Core,85,2024-01-01
STU02639,Math,Core,40,2024-01-01
STU02640,Math,Core,52,2024-01-01
STU02641,Math,Core,42,2024-01-01
STU02642,Math,Core,45,2024-01-01
STU02643,Math,Core,74,2024-01-01
STU02644,Math,Core,1,2024-01-01
STU02645,Math,Core,45,2024-01-01
STU02646,Math,Core,29,2024-01-01
STU02647,Math,Core,29,2024-01-01
STU02648,Math,Core,99,2024-01-01
STU02649,Math,Core,13,2024-01-01
STU02650,Math,Core,87,2024-01-01
STU02651,Math,Core,2,2024-01-01
STU02652,Math,Core,31,2024-01-01
STU02653,Math,Core,72,2024-01-01
STU02654,Math,Core,30,2024-01-01
STU02655,Math,Core,94,2024-01-01
STU02656,Math,Core,16,2024-01-01
STU02657,Math,Core,18,2024-01-01
STU02658,Math,Core,52,2024-01-01
STU02659,Math,Core,83,2024-01-01
STU02660,Math,Core,26,2024-01-01
STU02661,Math,Core,36,2024-01-01
STU02662,Math,Core,50,2024-01-01
STU02663,Math,Core,8,2024-01-01
STU02664,Math,Core,42,2024-01-01
STU02665,Math,Core,2,2024-01-01
STU02666,Math,Core,16,2024-01-01
STU02667,Math,Core,26,2024-01-01
STU02668,Math,Core,44,2024-01-01
STU02669,Math,Core,51,2024-01-01
STU02670,Math,Core,75,2024-01-01
STU02671,Math,Core,74,2024-01-01
STU02672,Math,Core,39,2024-01-01
STU02673,Math,Core,23,2024-01-01
STU02674,Math,Core,84,2024-01-01
STU02675,Math,Core,89,2024-01-01
STU02676,Math,Core,77,2024-01-01
STU02677,Math,Core,41,2024-01-01
STU02678,Math,Core,36,2024-01-01
STU02679,Math,Core,75,2024-01-01
STU02680,Math,Core,53,2024-01-01
STU02681,Math,Core,28,2024-01-01
STU02682,Math,Core,30,2024-01-01
STU02683,Math,Core,89,2024-01-01
STU02684,Math,Core,33,2024-01-01
STU02685,Math,Core,53,2024-01-01
STU02686,Math,Core,76,2024-01-01
STU02687,Math,Core,23,2024-01-01
STU02688,Math,Core,71,2024-01-01
STU02689,Math,Core,53,2024-01-01
STU02690,Math,Core,56,2024-01-01
STU02691,Math,Core,56,2024-01-01
STU02692,Math,Core,67,2024-01-01
STU02693,Math,Core,75,2024-01-01
STU02694,Math,Core,89,2024-01-01
STU02695,Math,Core,84,2024-01-01
STU02696,Math,Core,45,2024-01-01
STU02697,Math,Core,53,2024-01-01
STU02698,Math,Core,17,2024-01-01
STU02699,Math,Core,35,2024-01-01
STU02700,Math,Core,76,2024-01-01
STU02701,Math,Core,39,2024-01-01
STU02702,Math,Core,95,2024-01-01
STU02703,Math,Core,10,2024-01-01
STU02704,Math,Core,81,2024-01-01
STU02705,Math,Core,73,2024-01-01
STU02706,Math,Core,91,2024-01-01
STU02707,Math,Core,87,2024-01-01
STU02708,Math,Core,98,2024-01-01
STU02709,Math,Core,50,2024-01-01
STU02710,Math,Core,79,2024-01-01
STU02711,Math,Core,65,2024-01-01
STU02712,Math,Core,6,2024-01-01
STU02713,Math,Core,21,2024-01-01
STU02714,Math,Core,62,2024-01-01
STU02715,Math,Core,42,2024-01-01
STU02716,Math,Core,24,2024-01-01
STU02717,Math,Core,71,2024-01-01
STU02718,Math,Core,16,2024-01-01
STU02719,Math,Core,6,2024-01-01
STU02720,Math,Core,3,2024-01-01
STU02721,Math,Core,74,2024-01-01
STU02722,Math,Core,8,2024-01-01
STU02723,Math,Core,49,2024-01-01
STU02724,Math,Core,33,2024-01-01
STU02725,Math,Core,64,2024-01-01
STU02726,Math,Core,93,2024-01-01
STU02727,Math,Core,40,2024-01-01
STU02728,Math,Core,32,2024-01-01
STU02729,Math,Core,3,2024-01-01
STU02730,Math,Core,96,2024-01-01
STU02731,Math,Core,11,2024-01-01
STU02732,Math,Core,97,2024-01-01
STU02733,Math,Core,37,2024-01-01
STU02734,Math,Core,17,2024-01-01
STU02735,Math,Core,15,2024-01-01
STU02736,Math,Core,55,2024-01-01
STU02737,Math,Core,83,2024-01-01
STU02738,Math,Core,42,2024-01-01
STU02739,Math,Core,45,2024-01-01
STU02740,Math,Core,1,2024-01-01
STU02741,Math,Core,54,2024-01-01
STU02742,Math,Core,61,2024-01-01
STU02743,Math,Core,90,2024-01-01
STU02744,Math,Core,2,2024-01-01
STU02745,Math,Core,75,2024-01-01
STU02746,Math,Core,30,2024-01-01
STU02747,Math,Core,6,2024-01-01
STU02748,Math,Core,85,2024-01-01
STU02749,Math,Core,11,2024-01-01
STU02750,Math,Core,42,2024-01-01
STU02751,Math,Core,86,2024-01-01
STU02752,Math,Core,62,2024-01-01
STU02753,Math,Core,77,2024-01-01
STU02754,Math,Core,74,2024-01-01
STU02755,Math,Core,9,2024-01-01
STU02756,Math,Core,56,2024-01-01
STU02757,Math,Core,40,2024-01-01
STU02758,Math,Core,62,2024-01-01
STU02759,Math,Core,3,2024-01-01
STU02760,Math,Core,1,2024-01-01
STU02761,Math,Core,43,2024-01-01
STU02762,Math,Core,49,2024-01-01
STU02763,Math,Core,72,2024-01-01
STU02764,Math,Core,49,2024-01-01
STU02765,Math,Core,97,2024-01-01
STU02766,Math,Core,71,2024-01-01
STU02767,Math,Core,9,2024-01-01
STU02768,Math,Core,36,2024-01-01
STU02769,Math,Core,2,2024-01-01
STU02770,Math,Core,76,2024-01-01
STU02771,Math,Core,38,2024-01-01
STU02772,Math,Core,17,2024-01-01
STU02773,Math,Core,57,2024-01-01
STU02774,Math,Core,26,2024-01-01
STU02775,Math,Core,44,2024-01-01
STU02776,Math,Core,11,2024-01-01
STU02777,Math,Core,76,2024-01-01
STU02778,Math,Core,69,2024-01-01
STU02779,Math,Core,38,2024-01-01
STU02780,Math,Core,93,2024-01-01
STU02781,Math,Core,11,2024-01-01
STU02782,Math,Core,75,2024-01-01
STU02783,Math,Core,83,2024-01-01
STU02784,Math,Core,93,2024-01-01
STU02785,Math,Core,17,2024-01-01
STU02786,Math,Core,97,2024-01-01
STU02787,Math,Core,36,2024-01-01
STU02788,Math,Core,25,2024-01-01
STU02789,Math,Core,81,2024-01-01
STU02790,Math,Core,99,2024-01-01
STU02791,Math,Core,0,2024-01-01
STU02792,Math,Core,95,2024-01-01
STU02793,Math,Core,83,2024-01-01
STU02794,Math,Core,22,2024-01-01
STU02795,Math,Core,19,2024-01-01
STU02796,Math,Core,42,2024-01-01
STU02797,Math,Core,32,2024-01-01
STU02798,Math,Core,56,2024-01-01
STU02799,Math,Core,91,2024-01-01
STU02800,Math,Core,53,2024-01-01
STU02801,Math,Core,74,2024-01-01
STU02802,Math,Core,64,2024-01-01
STU02803,Math,Core,8,2024-01-01
STU02804,Math,Core,51,2024-01-01
STU02805,Math,Core,20,2024-01-01
STU02806,Math,Core,16,2024-01-01
STU02807,Math,Core,73,2024-01-01
STU02808,Math,Core,34,2024-01-01
STU02809,Math,Core,49,2024-01-01
STU02810,Math,Core,17,2024-01-01
STU02811,Math,Core,45,2024-01-01
STU02812,Math,Core,59,2024-01-01
STU02813,Math,Core,71,2024-01-01
STU02814,Math,Core,27,2024-01-01
STU02815,Math,Core,22,2024-01-01
STU02816,Math,Core,20,2024-01-01
STU02817,Math,Core,38,2024-01-01
STU02818,Math,Core,90,2024-01-01
STU02819,Math,Core,25,2024-01-01
STU02820,Math,Core,99,2024-01-01
STU02821,Math,Core,71,2024-01-01
STU02822,Math,Core,14,2024-01-01
STU02823,Math,Core,85,2024-01-01
STU02824,Math,Core,40,2024-01-01
STU02825,Math,Core,63,2024-01-01
STU02826,Math,Core,8,2024-01-01
STU02827,Math,Core,12,2024-01-01
STU02828,Math,Core,64,2024-01-01
STU02829,Math,Core,71,2024-01-01
STU02830,Math,Core,94,2024-01-01
STU02831,Math,Core,15,2024-01-01
STU02832,Math,Core,91,2024-01-01
STU02833,Math,Core,6,2024-01-01
STU02834,Math,Core,97,2024-01-01
STU02835,Math,Core,50,2024-01-01
STU02836,Math,Core,59,2024-01-01
STU02837,Math,Core,51,2024-01-01
STU02838,Math,Core,73,2024-01-01
STU02839,Math,Core,23,2024-01-01
STU02840,Math,Core,46,2024-01-01
STU02841,Math,Core,64,2024-01-01
STU02842,Math,Core,9,2024-01-01
STU02843,Math,Core,3,2024-01-01
STU02844,Math,Core,93,2024-01-01
STU02845,Math,Core,20,2024-01-01
STU02846,Math,Core,71,2024-01-01
STU02847,Math,Core,18,2024-01-01
STU02848,Math,Core,24,2024-01-01
STU02849,Math,Core,17,2024-01-01
STU02850,Math,Core,83,2024-01-01
STU02851,Math,Core,89,2024-01-01
STU02852,Math,Core,20,2024-01-01
STU02853,Math,Core,69,2024-01-01
STU02854,Math,Core,27,2024-01-01
STU02855,Math,Core,80,2024-01-01
STU02856,Math,Core,30,2024-01-01
STU02857,Math,Core,15,2024-01-01
STU02858,Math,Core,27,2024-01-01
STU02859,Math,Core,18,2024-01-01
STU02860,Math,Core,47,2024-01-01
STU02861,Math,Core,98,2024-01-01
STU02862,Math,Core,60,2024-01-01
STU02863,Math,Core,66,2024-01-01
STU02864,Math,Core,94,2024-01-01
STU02865,Math,Core,29,2024-01-01
STU02866,Math,Core,11,2024-01-01
STU02867,Math,Core,23,2024-01-01
STU02868,Math,Core,95,2024-01-01
STU02869,Math,Core,86,2024-01-01
STU02870,Math,Core,77,2024-01-01
STU02871,Math,Core,26,2024-01-01
STU02872,Math,Core,33,2024-01-01
STU02873,Math,Core,9,2024-01-01
STU02874,Math,Core,80,2024-01-01
STU02875,Math,Core,57,2024-01-01
STU02876,Math,Core,15,2024-01-01
STU02877,Math,Core,12,2024-01-01
STU02878,Math,Core,66,2024-01-01
STU02879,Math,Core,93,2024-01-01
STU02880,Math,Core,3,2024-01-01
STU02881,Math,Core,20,2024-01-01
STU02882,Math,Core,61,2024-01-01
STU02883,Math,Core,53,2024-01-01
STU02884,Math,Core,3,2024-01-01
STU02885,Math,Core,73,2024-01-01
STU02886,Math,Core,58,2024-01-01
STU02887,Math,Core,53,2024-01-01
STU02888,Math,Core,15,2024-01-01
STU02889,Math,Core,61,2024-01-01
STU02890,Math,Core,55,2024-01-01
STU02891,Math,Core,92,2024-01-01
STU02892,Math,Core,50,2024-01-01
STU02893,Math,Core,78,2024-01-01
STU02894,Math,Core,15,2024-01-01
STU02895,Math,Core,29,2024-01-01
STU02896,Math,Core,45,2024-01-01
STU02897,Math,Core,78,2024-01-01
STU02898,Math,Core,45,2024-01-01
STU02899,Math,Core,5,2024-01-01
STU02900,Math,Core,73,2024-01-01
STU02901,Math,Core,87,2024-01-01
STU02902,Math,Core,79,2024-01-01
STU02903,Math,Core,14,2024-01-01
STU02904,Math,Core,42,2024-01-01
STU02905,Math,Core,12,2024-01-01
STU02906,Math,Core,78,2024-01-01
STU02907,Math,Core,62,2024-01-01
STU02908,Math,Core,11,2024-01-01
STU02909,Math,Core,12,2024-01-01
STU02910,Math,Core,57,2024-01-01
STU02911,Math,Core,49,2024-01-01
STU02912,Math,Core,59,2024-01-01
STU02913,Math,Core,16,2024-01-01
STU02914,Math,Core,56,2024-01-01
STU02915,Math,Core,65,2024-01-01
STU02916,Math,Core,92,2024-01-01
STU02917,Math,Core,77,2024-01-01
STU02918,Math,Core,48,2024-01-01
STU02919,Math,Core,15,2024-01-01
STU02920,Math,Core,1,2024-01-01
STU02921,Math,Core,88,2024-01-01
STU02922,Math,Core,8,2024-01-01
STU02923,Math,Core,43,2024-01-01
STU02924,Math,Core,54,2024-01-01
STU02925,Math,Core,62,2024-01-01
STU02926,Math,Core,24,2024-01-01
STU02927,Math,Core,49,2024-01-01
STU02928,Math,Core,83,2024-01-01
STU02929,Math,Core,98,2024-01-01
STU02930,Math,Core,85,2024-01-01
STU02931,Math,Core,40,2024-01-01
STU02932,Math,Core,74,2024-01-01
STU02933,Math,Core,74,2024-01-01
STU02934,Math,Core,19,2024-01-01
STU02935,Math,Core,100,2024-01-01
STU02936,Math,Core,55,2024-01-01
STU02937,Math,Core,73,2024-01-01
STU02938,Math,Core,87,2024-01-01
STU02939,Math,Core,47,2024-01-01
STU02940,Math,Core,100,2024-01-01
STU02941,Math,Core,29,2024-01-01
STU02942,Math,Core,66,2024-01-01
STU02943,Math,Core,49,2024-01-01
STU02944,Math,Core,22,2024-01-01
STU02945,Math,Core,62,2024-01-01
STU02946,Math,Core,90,2024-01-01
STU02947,Math,Core,12,2024-01-01
STU02948,Math,Core,20,2024-01-01
STU02949,Math,Core,31,2024-01-01
STU02950,Math,Core,15,2024-01-01
STU02951,Math,Core,5,2024-01-01
STU02952,Math,Core,1,2024-01-01
STU02953,Math,Core,39,2024-01-01
STU02954,Math,Core,48,2024-01-01
STU02955,Math,Core,96,2024-01-01
STU02956,Math,Core,13,2024-01-01
STU02957,Math,Core,24,2024-01-01
STU02958,Math,Core,61,2024-01-01
STU02959,Math,Core,8,2024-01-01
STU02960,Math,Core,96,2024-01-01
STU02961,Math,Core,6,2024-01-01
STU02962,Math,Core,49,2024-01-01
STU02963,Math,Core,96,2024-01-01
STU02964,Math,Core,73,2024-01-01
STU02965,Math,Core,92,2024-01-01
STU02966,Math,Core,1,2024-01-01
STU02967,Math,Core,62,2024-01-01
STU02968,Math,Core,43,2024-01-01
STU02969,Math,Core,69,2024-01-01
STU02970,Math,Core,95,2024-01-01
STU02971,Math,Core,22,2024-01-01
STU02972,Math,Core,61,2024-01-01
STU02973,Math,Core,80,2024-01-01
STU02974,Math,Core,24,2024-01-01
STU02975,Math,Core,82,2024-01-01
STU02976,Math,Core,26,2024-01-01
STU02977,Math,Core,13,2024-01-01
STU02978,Math,Core,88,2024-01-01
STU02979,Math,Core,80,2024-01-01
STU02980,Math,Core,17,2024-01-01
STU02981,Math,Core,63,2024-01-01
STU02982,Math,Core,97,2024-01-01
STU02983,Math,Core,43,2024-01-01
STU02984,Math,Core,86,2024-01-01
STU02985,Math,Core,21,2024-01-01
STU02986,Math,Core,57,2024-01-01
STU02987,Math,Core,36,2024-01-01
STU02988,Math,Core,21,2024-01-01
STU02989,Math,Core,86,2024-01-01
STU02990,Math,Core,17,2024-01-01
STU02991,Math,Core,20,2024-01-01
STU02992,Math,Core,18,2024-01-01
STU02993,Math,Core,83,2024-01-01
STU02994,Math,Core,5,2024-01-01
STU02995,Math,Core,50,2024-01-01
STU02996,Math,Core,97,2024-01-01
STU02997,Math,Core,17,2024-01-01
STU02998,Math,Core,78,2024-01-01
STU02999,Math,Core,61,2024-01-01
STU03000,Math,Core,48,2024-01-01
STU03001,Math,Core,89,2024-01-01
STU03002,Math,Core,33,2024-01-01
STU03003,Math,Core,73,2024-01-01
STU03004,Math,Core,97,2024-01-01
STU03005,Math,Core,77,2024-01-01
STU03006,Math,Core,65,2024-01-01
STU03007,Math,Core,27,2024-01-01
STU03008,Math,Core,6,2024-01-01
STU03009,Math,Core,78,2024-01-01
STU03010,Math,Core,61,2024-01-01
STU03011,Math,Core,96,2024-01-01
STU03012,Math,Core,42,2024-01-01
STU03013,Math,Core,23,2024-01-01
STU03014,Math,Core,94,2024-01-01
STU03015,Math,Core,59,2024-01-01
STU03016,Math,Core,55,2024-01-01
STU03017,Math,Core,74,2024-01-01
STU03018,Math,Core,19,2024-01-01
STU03019,Math,Core,9,2024-01-01
STU03020,Math,Core,55,2024-01-01
STU03021,Math,Core,41,2024-01-01
STU03022,Math,Core,18,2024-01-01
STU03023,Math,Core,25,2024-01-01
STU03024,Math,Core,5,2024-01-01
STU03025,Math,Core,41,2024-01-01
STU03026,Math,Core,72,2024-01-01
STU03027,Math,Core,90,2024-01-01
STU03028,Math,Core,47,2024-01-01
STU03029,Math,Core,14,2024-01-01
STU03030,Math,Core,34,2024-01-01
STU03031,Math,Core,20,2024-01-01
STU03032,Math,Core,39,2024-01-01
STU03033,Math,Core,77,2024-01-01
STU03034,Math,Core,35,2024-01-01
STU03035,Math,Core,52,2024-01-01
STU03036,Math,Core,40,2024-01-01
STU03037,Math,Core,5,2024-01-01
STU03038,Math,Core,51,2024-01-01
STU03039,Math,Core,19,2024-01-01
STU03040,Math,Core,95,2024-01-01
STU03041,Math,Core,85,2024-01-01
STU03042,Math,Core,28,2024-01-01
STU03043,Math,Core,72,2024-01-01
STU03044,Math,Core,61,2024-01-01
STU03045,Math,Core,38,2024-01-01
STU03046,Math,Core,5,2024-01-01
STU03047,Math,Core,65,2024-01-01
STU03048,Math,Core,48,2024-01-01
STU03049,Math,Core,0,2024-01-01
STU03050,Math,Core,36,2024-01-01
STU03051,Math,Core,87,2024-01-01
STU03052,Math,Core,51,2024-01-01
STU03053,Math,Core,28,2024-01-01
STU03054,Math,Core,14,2024-01-01
STU03055,Math,Core,83,2024-01-01
STU03056,Math,Core,41,2024-01-01
STU03057,Math,Core,68,2024-01-01
STU03058,Math,Core,33,2024-01-01
STU03059,Math,Core,93,2024-01-01
STU03060,Math,Core,53,2024-01-01
STU03061,Math,Core,76,2024-01-01
STU03062,Math,Core,53,2024-01-01
STU03063,Math,Core,7,2024-01-01
STU03064,Math,Core,69,2024-01-01
STU03065,Math,Core,9,2024-01-01
STU03066,Math,Core,55,2024-01-01
STU03067,Math,Core,82,2024-01-01
STU03068,Math,Core,66,2024-01-01
STU03069,Math,Core,10,2024-01-01
STU03070,Math,Core,65,2024-01-01
STU03071,Math,Core,68,2024-01-01
STU03072,Math,Core,88,2024-01-01
STU03073,Math,Core,69,2024-01-01
STU03074,Math,Core,15,2024-01-01
STU03075,Math,Core,69,2024-01-01
STU03076,Math,Core,96,2024-01-01
STU03077,Math,Core,48,2024-01-01
STU03078,Math,Core,95,2024-01-01
STU03079,Math,Core,42,2024-01-01
STU03080,Math,Core,2,2024-01-01
STU03081,Math,Core,32,2024-01-01
STU03082,Math,Core,37,2024-01-01
STU03083,Math,Core,5,2024-01-01
STU03084,Math,Core,79,2024-01-01
STU03085,Math,Core,44,2024-01-01
STU03086,Math,Core,82,2024-01-01
STU03087,Math,Core,83,2024-01-01
STU03088,Math,Core,94,2024-01-01
STU03089,Math,Core,81,2024-01-01
STU03090,Math,Core,37,2024-01-01
STU03091,Math,Core,32,2024-01-01
STU03092,Math,Core,49,2024-01-01
STU03093,Math,Core,85,2024-01-01
STU03094,Math,Core,98,2024-01-01
STU03095,Math,Core,53,2024-01-01
STU03096,Math,Core,96,2024-01-01
STU03097,Math,Core,5,2024-01-01
STU03098,Math,Core,49,2024-01-01
STU03099,Math,Core,2,2024-01-01
STU03100,Math,Core,18,2024-01-01
STU03101,Math,Core,72,2024-01-01
STU03102,Math,Core,72,2024-01-01
STU03103,Math,Core,42,2024-01-01
STU03104,Math,Core,36,2024-01-01
STU03105,Math,Core,46,2024-01-01
STU03106,Math,Core,16,2024-01-01
STU03107,Math,Core,96,2024-01-01
STU03108,Math,Core,7,2024-01-01
STU03109,Math,Core,57,2024-01-01
STU03110,Math,Core,17,2024-01-01
STU03111,Math,Core,17,2024-01-01
STU03112,Math,Core,45,2024-01-01
STU03113,Math,Core,46,2024-01-01
STU03114,Math,Core,99,2024-01-01
STU03115,Math,Core,16,2024-01-01
STU03116,Math,Core,83,2024-01-01
STU03117,Math,Core,64,2024-01-01
STU03118,Math,Core,58,2024-01-01
STU03119,Math,Core,76,2024-01-01
STU03120,Math,Core,3,2024-01-01
STU03121,Math,Core,74,2024-01-01
STU03122,Math,Core,3,2024-01-01
STU03123,Math,Core,5,2024-01-01
STU03124,Math,Core,25,2024-01-01
STU03125,Math,Core,44,2024-01-01
STU03126,Math,Core,53,2024-01-01
STU03127,Math,Core,59,2024-01-01
STU03128,Math,Core,54,2024-01-01
STU03129,Math,Core,49,2024-01-01
STU03130,Math,Core,19,2024-01-01
STU03131,Math,Core,0,2024-01-01
STU03132,Math,Core,38,2024-01-01
STU03133,Math,Core,63,2024-01-01
STU03134,Math,Core,74,2024-01-01
STU03135,Math,Core,91,2024-01-01
STU03136,Math,Core,77,2024-01-01
STU03137,Math,Core,55,2024-01-01
STU03138,Math,Core,6,2024-01-01
STU03139,Math,Core,58,2024-01-01
STU03140,Math,Core,90,2024-01-01
STU03141,Math,Core,92,2024-01-01
STU03142,Math,Core,73,2024-01-01
STU03143,Math,Core,35,2024-01-01
STU03144,Math,Core,18,2024-01-01
STU03145,Math,Core,82,2024-01-01
STU03146,Math,Core,60,2024-01-01
STU03147,Math,Core,3,2024-01-01
STU03148,Math,Core,96,2024-01-01
STU03149,Math,Core,44,2024-01-01
STU03150,Math,Core,29,2024-01-01
STU03151,Math,Core,93,2024-01-01
STU03152,Math,Core,53,2024-01-01
STU03153,Math,Core,25,2024-01-01
STU03154,Math,Core,81,2024-01-01
STU03155,Math,Core,97,2024-01-01
STU03156,Math,Core,60,2024-01-01
STU03157,Math,Core,9,2024-01-01
STU03158,Math,Core,89,2024-01-01
STU03159,Math,Core,22,2024-01-01
STU03160,Math,Core,74,2024-01-01
STU03161,Math,Core,36,2024-01-01
STU03162,Math,Core,4,2024-01-01
STU03163,Math,Core,28,2024-01-01
STU03164,Math,Core,10,2024-01-01
STU03165,Math,Core,24,2024-01-01
STU03166,Math,Core,5,2024-01-01
STU03167,Math,Core,46,2024-01-01
STU03168,Math,Core,52,2024-01-01
STU03169,Math,Core,27,2024-01-01
STU03170,Math,Core,84,2024-01-01
STU03171,Math,Core,44,2024-01-01
STU03172,Math,Core,27,2024-01-01
STU03173,Math,Core,10,2024-01-01
STU03174,Math,Core,26,2024-01-01
STU03175,Math,Core,89,2024-01-01
STU03176,Math,Core,50,2024-01-01
STU03177,Math,Core,53,2024-01-01
STU03178,Math,Core,79,2024-01-01
STU03179,Math,Core,37,2024-01-01
STU03180,Math,Core,9,2024-01-01
STU03181,Math,Core,95,2024-01-01
STU03182,Math,Core,79,2024-01-01
STU03183,Math,Core,83,2024-01-01
STU03184,Math,Core,100,2024-01-01
STU03185,Math,Core,29,2024-01-01
STU03186,Math,Core,51,2024-01-01
STU03187,Math,Core,80,2024-01-01
STU03188,Math,Core,61,2024-01-01
STU03189,Math,Core,60,2024-01-01
STU03190,Math,Core,28,2024-01-01
STU03191,Math,Core,42,2024-01-01
STU03192,Math,Core,57,2024-01-01
STU03193,Math,Core,71,2024-01-01
STU03194,Math,Core,19,2024-01-01
STU03195,Math,Core,16,2024-01-01
STU03196,Math,Core,71,2024-01-01
STU03197,Math,Core,28,2024-01-01
STU03198,Math,Core,53,2024-01-01
STU03199,Math,Core,67,2024-01-01
STU03200,Math,Core,67,2024-01-01
STU03201,Math,Core,67,2024-01-01
STU03202,Math,Core,55,2024-01-01
STU03203,Math,Core,98,2024-01-01
STU03204,Math,Core,93,2024-01-01
STU03205,Math,Core,33,2024-01-01
STU03206,Math,Core,53,2024-01-01
STU03207,Math,Core,41,2024-01-01
STU03208,Math,Core,69,2024-01-01
STU03209,Math,Core,88,2024-01-01
STU03210,Math,Core,83,2024-01-01
STU03211,Math,Core,81,2024-01-01
STU03212,Math,Core,89,2024-01-01
STU03213,Math,Core,95,2024-01-01
STU03214,Math,Core,21,2024-01-01
STU03215,Math,Core,8,2024-01-01
STU03216,Math,Core,93,2024-01-01
STU03217,Math,Core,14,2024-01-01
STU03218,Math,Core,85,2024-01-01
STU03219,Math,Core,94,2024-01-01
STU03220,Math,Core,97,2024-01-01
STU03221,Math,Core,11,2024-01-01
STU03222,Math,Core,62,2024-01-01
STU03223,Math,Core,6,2024-01-01
STU03224,Math,Core,73,2024-01-01
STU03225,Math,Core,17,2024-01-01
